-1.5619574	-0.14486645	1.7525778	-0.6090162	-1.3552359	0.15181097	1.6704189	0.029284477	0.22864856	0.15107267	0.5299419	0.6363708	-1.3804381	0.9489327	-1.0519716	0.7077656	0.6650839	-0.30473533	0.41675943	0.98275656	1.6232508	2.2545145	-0.22631857	0.05463145	0.49442473	0.6149371	-2.7375002	0.5560685	-1.0903554	1.5072765	0.7815898	-1.6193802	-0.6885644	1.0700217	0.6776503	-2.213228	1.5913608	1.1817372	1.5471264	0.4225373	-1.7820562	0.45617127	2.9573603	0.5403796	2.00679	-1.0955443	0.5398705	-0.47322196	1.6520131	0.9570805	1.0615087	-1.663135	-0.40500408	0.9291073	-2.0372348	0.2875817	-0.85571223	-0.2520804	0.6410803	-0.17057636	1.5167971	2.0246167	1.2806598	-0.73238695
1.8493973	0.74358535	-0.8939971	0.6915526	-0.88209355	-1.1118873	-0.79559624	1.6443897	1.5611184	0.26275292	-0.6389279	0.10516637	1.2186701	3.4707701	0.018689256	0.41843808	0.07763608	0.9393424	-0.4494025	2.9069583	0.04324588	2.4145265	0.12611322	-1.8878361	-1.2171506	-0.9612009	-1.2772439	1.2350578	1.2605587	-1.0373477	-1.0090292	0.03175992	-0.43234816	-3.5022428	0.861752	-0.081408076	1.3069953	0.6781172	-0.89782304	3.1721747	0.15906927	-0.5218179	0.46796232	-1.1929064	-1.6867856	0.8990214	-2.1053083	0.49278376	-0.32894462	0.2378232	-2.2088468	-0.17142285	1.6453369	1.1932296	0.2408019	-2.8465276	0.8967727	-0.07307571	0.8152439	1.2411417	0.33713564	0.97095877	-3.1664598	2.3526783
2.1284862	1.5419142	-0.07026411	-0.32658565	1.0166289	-0.04289453	0.008896174	-0.4480311	1.9405426	-0.78290576	2.8547568	-0.48953	-0.6337666	1.323955	0.5560353	-0.2666702	0.761027	-0.009773713	1.4397427	-1.557373	0.5869565	1.1636218	0.41537842	-2.113656	-0.17874987	0.49496233	0.06527372	2.0889802	-0.871645	0.2396101	1.4890059	0.6626672	1.7439824	-0.2761121	1.541627	0.22953871	-1.4846131	1.4553688	-1.2714895	0.2693447	0.65721524	0.3249287	-1.2902461	0.5852479	0.4132191	-0.78964025	0.3219559	1.2057306	-0.35217544	1.4505901	-0.59546864	-0.19419226	-0.8089412	0.2844297	0.8373883	0.92002237	1.4128973	-0.18956679	-0.080808386	-0.8277165	0.81325066	-1.0890603	-0.26212075	-0.5544253
-2.4776115	1.1016445	-0.29253757	0.011241328	-0.9695172	0.8238675	2.3270068	0.7416322	2.4236634	-1.230455	1.5667887	-2.0946834	1.2834052	-1.4793167	0.466374	0.57367027	0.8594219	1.0955237	-1.7711852	-0.26630828	-0.14447427	-1.42311	0.60676324	-0.64098793	0.86150783	-0.14434433	-1.0022758	0.559122	0.8918434	0.33717296	0.9095483	0.7877046	0.41172746	-1.0116656	-0.9146678	-1.0817357	-0.8301998	0.00085678155	-1.1661278	-3.0264661	-0.13936397	0.038379025	0.31044126	-1.5797219	1.2286756	-0.8970026	1.4660037	-1.4934628	-0.02251478	-0.7877752	0.75429946	-0.6378821	-1.5123695	1.1240782	-1.6891596	0.23137628	0.8928074	0.33629936	0.93237925	-0.14131026	0.40442577	1.9506949	-0.3158411	-0.3363505
-1.1460273	0.031673294	1.2207576	1.0078313	0.044586495	-0.92573565	-1.6363926	-1.420326	1.0067517	0.007167183	-0.20737484	-0.18435954	0.44114327	0.11350685	-1.3393716	-0.7158643	-0.84948754	0.8616454	0.689123	-0.79193014	0.30133632	-0.054574497	0.28173485	-0.587628	-0.35819238	-0.5656013	-0.9785347	0.27554277	-1.4703155	0.97044754	-1.2607898	0.85073197	-1.4980094	-0.22695681	-1.7129436	0.9312534	0.32712585	0.43686053	-0.4377952	-0.2726107	-0.55301076	-0.24388574	-1.9588133	1.1905265	-0.6525408	-1.1316175	1.6080159	0.09565705	-1.2101916	-1.2898483	-1.2033156	-0.00066111056	-1.7399665	-0.0052303197	-1.4785888	-0.10063721	-0.83535814	0.9215978	-0.49620733	-0.40071258	1.1644802	-1.5469702	0.47192624	1.1096512
-0.7727501	0.60959893	-0.9903445	-0.6543079	-0.33746445	-1.4805784	-1.8584039	0.447189	-0.42899504	-0.5075433	1.8752867	-0.95180726	1.4434984	-0.78855973	0.14362864	-0.7050175	0.6451667	-1.6372242	0.7926009	0.06317014	-2.0667098	2.2931223	-0.2869705	2.791709	-0.38188466	1.9142216	1.8638439	0.044626642	-0.55494505	-1.441615	0.09013206	-0.111551635	0.68655515	-0.08519443	0.92945606	0.35264263	-0.90289	0.55944026	-1.0055982	0.2137606	2.2851746	-2.0836594	-0.044565387	0.49019688	-1.5440346	0.79645574	0.20223911	0.20645104	0.32905614	0.9470074	-0.17095514	2.1042516	-0.60925037	-1.5027419	0.79594344	0.24665555	0.3781793	0.015161227	-0.29674307	1.1092453	-1.1624835	-0.9376634	0.02196845	2.1059036
-1.8383341	0.8969501	-0.6979788	-0.33206555	0.0065710605	-1.2333697	-2.3138733	1.0010952	0.8579082	-0.575553	0.765054	-1.2091136	1.9983834	-0.69844806	1.2780579	-1.2527287	-0.47286823	-1.8566173	0.6505673	-0.5568214	-1.3901429	1.8605938	-1.1882732	2.334786	-1.0274832	1.8578339	2.4887233	1.501916	-0.55349755	-1.8434047	-0.80603474	0.86776227	2.2907853	0.07862658	0.42624113	-0.00144356	-1.2036318	1.0007867	0.38760728	0.88576716	3.4658682	-2.6655936	0.15282765	1.0156242	-1.2747015	0.62020636	-0.15321906	0.23122947	0.7863668	1.8318406	0.2196949	1.5878018	-1.8061689	-2.29854	1.3383646	-0.5825703	0.59940493	-0.1415545	0.63243616	1.092357	-1.3570048	-1.112505	-0.87878054	2.1597192
-0.07855965	-0.6021048	2.085762	0.4934331	-1.0376942	0.5515477	1.0202923	-1.6923532	-0.091857135	0.121001385	-0.6553924	0.6496313	-1.4345845	0.5283196	-1.7580544	-0.6744668	0.2839488	0.23164509	0.8556338	2.2583978	2.028719	1.349551	-0.78113323	0.36981335	0.8661732	-0.6750396	-2.242855	0.27068493	0.027553052	2.3442543	0.13320006	-0.91724056	-0.27488813	0.4416657	1.4157342	-1.824869	1.329253	1.8591379	1.2725424	-0.34060758	-2.3093069	0.78827333	3.1702523	1.683757	2.7695084	-1.005276	1.1590235	-0.7077088	0.9597994	0.5721461	0.8092701	0.24647227	-0.749887	1.8761798	-0.68539363	-1.0227334	-0.46222338	-0.968703	-0.3436552	-0.16352302	1.6380999	0.9305493	0.70039475	-0.29519197
-0.91891366	-1.1830404	0.074444234	1.3279871	-1.1544987	1.1474569	0.46653727	-0.4374477	-1.6911563	1.1232691	1.323019	-1.9103705	1.4019134	1.5465738	0.10501101	-1.2917925	0.7926049	1.1418289	-1.4741328	-1.451041	-0.23046088	-2.8319082	1.7672515	0.8335098	-0.50868034	-2.4257905	1.7328494	-3.9431665	-0.4122327	-1.6581489	-0.70834184	-0.6376295	1.1190574	0.48690113	1.0524331	0.8433591	-0.67033446	0.51712644	1.2655512	0.6086195	0.5188018	-1.5133233	1.8339646	0.48086202	0.24649538	0.96551645	-0.7585552	-2.5605395	0.7891332	-1.347835	-0.6073402	0.9561535	1.5043472	0.4000851	-1.9358532	-2.0103023	-1.0156901	0.6107075	0.547644	0.30149904	-1.2701645	-0.8141895	0.25819603	-1.0067887
-1.1203696	0.22753586	1.5877033	0.7741664	0.3726735	-1.0995195	-0.78892404	-1.3124326	-0.1835696	-0.29030403	-0.85557353	0.3006224	-0.24751295	0.5310144	-1.5819101	-0.8015487	-0.92797965	0.8736368	0.07751412	-0.9270384	-0.058990072	-0.41851795	-0.13942514	-0.5708286	0.54027474	-0.6835765	-0.92882174	0.15243182	-1.0890845	0.70094323	-1.0641389	0.8266448	-1.4205599	-0.096664846	-0.97803	1.4946243	1.0728704	1.0369669	-0.8000365	-0.13963321	-0.2326368	-1.3315083	-1.2872868	0.70320123	-0.091865115	-1.2721822	2.0216503	-0.031350587	-0.46998468	-1.2784612	-1.1540041	-0.616943	-1.6190896	-0.2684026	-1.3760395	0.023296084	-0.33881995	0.5617966	-0.34644663	-0.7750485	1.4537834	-1.5978748	0.09237343	0.35223752
